Original_location,Location_raw,Location_clean,Location_type,Location_valid,Latitude,Longitude
"Rio de Janeiro, RJ","rio de janeiro, rj","rio de janeiro, rj",text_location,1,,
,,,unknown,0,,
Mexico,mexico,mexico,text_location,1,,
,,,unknown,0,,
"Одеса, Україна","одеса, україна","одеса, україна",text_location,1,,
,,,unknown,0,,
"Ulaanbaatar, Mongolia","ulaanbaatar, mongolia","ulaanbaatar, mongolia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Utah, USA","utah, usa","utah, usa",text_location,1,,
,,,unknown,0,,
"Val-Morin, Québec, Canada","val-morin, québec, canada","val-morin, québec, canada",text_location,1,,
,,,unknown,0,,
"Bronx, NY","bronx, ny","bronx, ny",text_location,1,,
,,,unknown,0,,
"Tempe, AZ","tempe, az","tempe, az",text_location,1,,
,,,unknown,0,,
"Austin, Texas","austin, texas","austin, texas",text_location,1,,
,,,unknown,0,,
"Denver, CO","denver, co","denver, co",text_location,1,,
,,,unknown,0,,
France,france,france,text_location,1,,
,,,unknown,0,,
United States,united states,united states,text_location,1,,
,,,unknown,0,,
México,méxico,méxico,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
San Francisco,san francisco,san francisco,text_location,1,,
,,,unknown,0,,
MNL,mnl,mnl,text_location,1,,
,,,unknown,0,,
"Albany, OR","albany, or","albany, or",text_location,1,,
,,,unknown,0,,
New York,new york,new york,text_location,1,,
,,,unknown,0,,
"東京都(Tokyo, Japan)","(tokyo, japan)","tokyo, japan",text_location,1,,
,,,unknown,0,,
Asteroide B-612 (y en la red),asteroide b-612 (y en la red),asteroide b-612 y en la red,text_location,1,,
,,,unknown,0,,
Santiago chile,santiago chile,santiago chile,text_location,1,,
,,,unknown,0,,
"Jakarta, Indonesia","jakarta, indonesia","jakarta, indonesia",text_location,1,,
,,,unknown,0,,
@MXkuroneko 日本語のツイッター,@mxkuroneko,mxkuroneko,text_location,1,,
,,,unknown,0,,
North Carolina,north carolina,north carolina,text_location,1,,
,,,unknown,0,,
"Miami, FL","miami, fl","miami, fl",text_location,1,,
,,,unknown,0,,
'round 'bout the choklat city,'round 'bout the choklat city,round bout the choklat city,text_location,1,,
,,,unknown,0,,
New York Fucking City,new york fucking city,new york fucking city,text_location,1,,
,,,unknown,0,,
島根県松江市,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Brasil,brasil,brasil,text_location,1,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
,,,unknown,0,,
Europe,europe,europe,text_location,1,,
,,,unknown,0,,
"Torino, Italy","torino, italy","torino, italy",text_location,1,,
,,,unknown,0,,
Milano - Perugia,milano - perugia,milano - perugia,text_location,1,,
,,,unknown,0,,
"Madrid, Spain","madrid, spain","madrid, spain",text_location,1,,
,,,unknown,0,,
Luzern,luzern,luzern,text_location,1,,
,,,unknown,0,,
Torino,torino,torino,text_location,1,,
,,,unknown,0,,
"Lisbon, Portugal","lisbon, portugal","lisbon, portugal",text_location,1,,
,,,unknown,0,,
Bonn,bonn,bonn,text_location,1,,
,,,unknown,0,,
"Vienna, Austria","vienna, austria","vienna, austria",text_location,1,,
,,,unknown,0,,
Valencia,valencia,valencia,text_location,1,,
,,,unknown,0,,
Barcelona,barcelona,barcelona,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Ciudad Autónoma de Buenos Aire,ciudad autónoma de buenos aire,ciudad autónoma de buenos aire,text_location,1,,
,,,unknown,0,,
"Santiago, Chile","santiago, chile","santiago, chile",text_location,1,,
,,,unknown,0,,
Bay Area,bay area,bay area,text_location,1,,
,,,unknown,0,,
Menfi,menfi,menfi,text_location,1,,
,,,unknown,0,,
"Vancouver, BC","vancouver, bc","vancouver, bc",text_location,1,,
,,,unknown,0,,
São Paulo/Petrópolis-RJ,são paulo/petrópolis-rj,são paulopetrópolis-rj,text_location,1,,
,,,unknown,0,,
Vancouver,vancouver,vancouver,text_location,1,,
,,,unknown,0,,
LDN,ldn,ldn,text_location,1,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
"London, UK","london, uk","london, uk",text_location,1,,
,,,unknown,0,,
"Vail, Colorado","vail, colorado","vail, colorado",text_location,1,,
,,,unknown,0,,
"Cape Town, South Africa","cape town, south africa","cape town, south africa",text_location,1,,
,,,unknown,0,,
"Melbourne, Australia","melbourne, australia","melbourne, australia",text_location,1,,
,,,unknown,0,,
"0.000000,0.000000","0.000000,0.000000","0.0,0.0",coordinates,1,0.0,0.0
,,,unknown,0,,
Quezon City | Gen. Santos City,quezon city | gen. santos city,quezon city  gen. santos city,text_location,1,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
Little Rock AR,little rock ar,little rock ar,text_location,1,,
,,,unknown,0,,
"iPhone: 40.725246,-73.992348","iphone: 40.725246,-73.992348","40.725246,-73.992348",coordinates,1,40.725246,-73.992348
,,,unknown,0,,
Jaén - Madrid,jaén - madrid,jaén - madrid,text_location,1,,
,,,unknown,0,,
Murcia,murcia,murcia,text_location,1,,
,,,unknown,0,,
Midwest / WI,midwest / wi,midwest  wi,text_location,1,,
,,,unknown,0,,
"Cleveland, OH","cleveland, oh","cleveland, oh",text_location,1,,
,,,unknown,0,,
"The Hague, The Netherlands","the hague, the netherlands","the hague, the netherlands",text_location,1,,
,,,unknown,0,,
Berlin,berlin,berlin,text_location,1,,
,,,unknown,0,,
Den Haag,den haag,den haag,text_location,1,,
,,,unknown,0,,
Santa Monica,santa monica,santa monica,text_location,1,,
,,,unknown,0,,
Colombia,colombia,colombia,text_location,1,,
,,,unknown,0,,
New York,new york,new york,text_location,1,,
,,,unknown,0,,
YOKOHAMA,yokohama,yokohama,text_location,1,,
,,,unknown,0,,
Ciudad Autónoma de Buenos Aire,ciudad autónoma de buenos aire,ciudad autónoma de buenos aire,text_location,1,,
,,,unknown,0,,
"Brooklyn, NY","brooklyn, ny","brooklyn, ny",text_location,1,,
,,,unknown,0,,
"Paris, France","paris, france","paris, france",text_location,1,,
,,,unknown,0,,
"Anglet, France","anglet, france","anglet, france",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Athens,athens,athens,text_location,1,,
,,,unknown,0,,
"Centennial, CO","centennial, co","centennial, co",text_location,1,,
,,,unknown,0,,
"NYC (HQ), VT (ops), everywhere","nyc (hq), vt (ops), everywhere","nyc hq, vt ops, everywhere",text_location,1,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
Bene Vagienna,bene vagienna,bene vagienna,text_location,1,,
,,,unknown,0,,
"Ravenna, ITALY","ravenna, italy","ravenna, italy",text_location,1,,
,,,unknown,0,,
SF | CA,sf | ca,sf  ca,text_location,1,,
,,,unknown,0,,
UK,uk,uk,text_location,1,,
,,,unknown,0,,
The City Too Busy To Hate,the city too busy to hate,the city too busy to hate,text_location,1,,
,,,unknown,0,,
Southampton - UK,southampton - uk,southampton - uk,text_location,1,,
,,,unknown,0,,
"Calgary, Alberta, Canada","calgary, alberta, canada","calgary, alberta, canada",text_location,1,,
,,,unknown,0,,
"Amsterdam, The Netherlands","amsterdam, the netherlands","amsterdam, the netherlands",text_location,1,,
,,,unknown,0,,
"Perth, Perth (WA)","perth, perth (wa)","perth, perth wa",text_location,1,,
,,,unknown,0,,
"Amsterdam, The Netherlands","amsterdam, the netherlands","amsterdam, the netherlands",text_location,1,,
,,,unknown,0,,
Colombia,colombia,colombia,text_location,1,,
,,,unknown,0,,
Donostia - San Sebastián,donostia - san sebastián,donostia - san sebastián,text_location,1,,
,,,unknown,0,,
"Eindhoven, Nederland","eindhoven, nederland","eindhoven, nederland",text_location,1,,
,,,unknown,0,,
"Cronulla, NSW, Australia","cronulla, nsw, australia","cronulla, nsw, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
LA/CA,la/ca,laca,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Je ne sais plus...,je ne sais plus...,je ne sais plus...,text_location,1,,
,,,unknown,0,,
"Edmonton, Alberta","edmonton, alberta","edmonton, alberta",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Pennsylvania, USA","pennsylvania, usa","pennsylvania, usa",text_location,1,,
,,,unknown,0,,
"Birmingham, AL","birmingham, al","birmingham, al",text_location,1,,
,,,unknown,0,,
"Northampton, England","northampton, england","northampton, england",text_location,1,,
,,,unknown,0,,
"Brooklyn, NY","brooklyn, ny","brooklyn, ny",text_location,1,,
,,,unknown,0,,
upstairs,upstairs,upstairs,text_location,1,,
,,,unknown,0,,
Portugal,portugal,portugal,text_location,1,,
,,,unknown,0,,
NYC | Fillory | Wakanda,nyc | fillory | wakanda,nyc  fillory  wakanda,text_location,1,,
,,,unknown,0,,
Everywhere.,everywhere.,everywhere.,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Austin, Texas","austin, texas","austin, texas",text_location,1,,
,,,unknown,0,,
"Minneapolis, MN","minneapolis, mn","minneapolis, mn",text_location,1,,
,,,unknown,0,,
"pull up with blazers, portland","pull up with blazers, portland","pull up with blazers, portland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Victoria, Australia","victoria, australia","victoria, australia",text_location,1,,
,,,unknown,0,,
Halifax | Worldwide,halifax | worldwide,halifax  worldwide,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Austin, TX","austin, tx","austin, tx",text_location,1,,
,,,unknown,0,,
between one and myself,between one and myself,between one and myself,text_location,1,,
,,,unknown,0,,
Amsterdam,amsterdam,amsterdam,text_location,1,,
,,,unknown,0,,
"Los Angeles, California","los angeles, california","los angeles, california",text_location,1,,
,,,unknown,0,,
México,méxico,méxico,text_location,1,,
,,,unknown,0,,
"Milan, Italy","milan, italy","milan, italy",text_location,1,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
Costa Rica,costa rica,costa rica,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Оренбург
, Россия","оренбург , россия","оренбург , россия",text_location,1,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
San Francisco,san francisco,san francisco,text_location,1,,
,,,unknown,0,,
Sydney,sydney,sydney,text_location,1,,
,,,unknown,0,,
Milton Keynes,milton keynes,milton keynes,text_location,1,,
,,,unknown,0,,
"Austin, TX","austin, tx","austin, tx",text_location,1,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"Fort Wayne, IN","fort wayne, in","fort wayne, in",text_location,1,,
,,,unknown,0,,
"Lock Haven, PA","lock haven, pa","lock haven, pa",text_location,1,,
,,,unknown,0,,
California,california,california,text_location,1,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
"Fürth, Germany","fürth, germany","fürth, germany",text_location,1,,
,,,unknown,0,,
washington dc,washington dc,washington dc,text_location,1,,
,,,unknown,0,,
"Miami, FL","miami, fl","miami, fl",text_location,1,,
,,,unknown,0,,
Currently Based in Singapore,currently based in singapore,currently based in singapore,text_location,1,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
"Portland, OR","portland, or","portland, or",text_location,1,,
,,,unknown,0,,
"Barcelona/Madrid, Spain","barcelona/madrid, spain","barcelonamadrid, spain",text_location,1,,
,,,unknown,0,,
"Elda, Alicante,España","elda, alicante,españa","elda, alicante,españa",text_location,1,,
,,,unknown,0,,
"Barcelona, España","barcelona, españa","barcelona, españa",text_location,1,,
,,,unknown,0,,
"17.547099,-99.495731","17.547099,-99.495731","17.547099,-99.495731",coordinates,1,17.547099,-99.495731
,,,unknown,0,,
CD.MX. & Maryland,cd.mx. & maryland,cd.mx.  maryland,text_location,1,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
ZZ9 Plural Z Alpha,zz9 plural z alpha,zz9 plural z alpha,text_location,1,,
,,,unknown,0,,
"iPhone: 52.283859,21.071024","iphone: 52.283859,21.071024","52.283859,21.071024",coordinates,1,52.283859,21.071024
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
L.A. / Southern CA Mountains,l.a. / southern ca mountains,l.a.  southern ca mountains,text_location,1,,
,,,unknown,0,,
"Bozeman, MT (o la playa)","bozeman, mt (o la playa)","bozeman, mt o la playa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"Melbourne, FL","melbourne, fl","melbourne, fl",text_location,1,,
,,,unknown,0,,
"Tallahassee, FL","tallahassee, fl","tallahassee, fl",text_location,1,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
"Dallas, TX","dallas, tx","dallas, tx",text_location,1,,
,,,unknown,0,,
"Brooklyn, NY","brooklyn, ny","brooklyn, ny",text_location,1,,
,,,unknown,0,,
"Baltimore, MD","baltimore, md","baltimore, md",text_location,1,,
,,,unknown,0,,
"Monterrey, Nuevo León, México","monterrey, nuevo león, méxico","monterrey, nuevo león, méxico",text_location,1,,
,,,unknown,0,,
"Florianópolis,SC,Brasil","florianópolis,sc,brasil","florianópolis,sc,brasil",text_location,1,,
,,,unknown,0,,
"los angeles, ca","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"Boston, MA","boston, ma","boston, ma",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
I'm everywhere!,i'm everywhere!,im everywhere,text_location,1,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
"los angeles, california","los angeles, california","los angeles, california",text_location,1,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
"Edmonton, AB","edmonton, ab","edmonton, ab",text_location,1,,
,,,unknown,0,,
Wonderland,wonderland,wonderland,text_location,1,,
,,,unknown,0,,
United States,united states,united states,text_location,1,,
,,,unknown,0,,
"Orange County, California","orange county, california","orange county, california",text_location,1,,
,,,unknown,0,,
"St. Cloud, MN","st. cloud, mn","st. cloud, mn",text_location,1,,
,,,unknown,0,,
Arlington TX USA,arlington tx usa,arlington tx usa,text_location,1,,
,,,unknown,0,,
"-23.556215,-46.657982","-23.556215,-46.657982","-23.556215,-46.657982",coordinates,1,-23.556215,-46.657982
,,,unknown,0,,
Munich / Tokyo,munich / tokyo,munich  tokyo,text_location,1,,
,,,unknown,0,,
"Austin, TX","austin, tx","austin, tx",text_location,1,,
,,,unknown,0,,
"San José, Costa Rica","san josé, costa rica","san josé, costa rica",text_location,1,,
,,,unknown,0,,
Bay Stater,bay stater,bay stater,text_location,1,,
,,,unknown,0,,
"Vancouver, British Columbia","vancouver, british columbia","vancouver, british columbia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"-33.439704,-70.666482","-33.439704,-70.666482","-33.439704,-70.666482",coordinates,1,-33.439704,-70.666482
,,,unknown,0,,
UAE | الإمارات,uae | الإمارات,uae  الإمارات,text_location,1,,
,,,unknown,0,,
México,méxico,méxico,text_location,1,,
,,,unknown,0,,
"Cairo, Egypt","cairo, egypt","cairo, egypt",text_location,1,,
,,,unknown,0,,
🌍,,,unknown,0,,
,,,unknown,0,,
Gent,gent,gent,text_location,1,,
,,,unknown,0,,
Between a molecule and a byte,between a molecule and a byte,between a molecule and a byte,text_location,1,,
,,,unknown,0,,
"Dubai, United Arab Emirates","dubai, united arab emirates","dubai, united arab emirates",text_location,1,,
,,,unknown,0,,
"ÜT: -34.555663,-58.415879","üt: -34.555663,-58.415879","-34.555663,-58.415879",coordinates,1,-34.555663,-58.415879
,,,unknown,0,,
الدوحة - قطر,الدوحة - قطر,الدوحة - قطر,text_location,1,,
,,,unknown,0,,
"Forest Grove, OR","forest grove, or","forest grove, or",text_location,1,,
,,,unknown,0,,
moscow,moscow,moscow,text_location,1,,
,,,unknown,0,,
"Houston TX, y'all","houston tx, y'all","houston tx, yall",text_location,1,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"24.963465, 121.548129","24.963465, 121.548129","24.963465,121.548129",coordinates,1,24.963465,121.548129
,,,unknown,0,,
"Querétaro, Mex.","querétaro, mex.","querétaro, mex.",text_location,1,,
,,,unknown,0,,
"Rennes, FRA","rennes, fra","rennes, fra",text_location,1,,
,,,unknown,0,,
Brooklyn,brooklyn,brooklyn,text_location,1,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"iPhone: 32.794552,-117.254929","iphone: 32.794552,-117.254929","32.794552,-117.254929",coordinates,1,32.794552,-117.254929
,,,unknown,0,,
"Boston, Miami, etc.","boston, miami, etc.","boston, miami, etc.",text_location,1,,
,,,unknown,0,,
"Dublin, OH","dublin, oh","dublin, oh",text_location,1,,
,,,unknown,0,,
"Chelmsford City, Essex","chelmsford city, essex","chelmsford city, essex",text_location,1,,
,,,unknown,0,,
UK,uk,uk,text_location,1,,
,,,unknown,0,,
Granada,granada,granada,text_location,1,,
,,,unknown,0,,
"Stockholm, Sweden","stockholm, sweden","stockholm, sweden",text_location,1,,
,,,unknown,0,,
"Chatham-Kent, Ontario, Canada","chatham-kent, ontario, canada","chatham-kent, ontario, canada",text_location,1,,
,,,unknown,0,,
Mexico,mexico,mexico,text_location,1,,
,,,unknown,0,,
"Brno, República Checa","brno, república checa","brno, república checa",text_location,1,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
Balochistan,balochistan,balochistan,text_location,1,,
,,,unknown,0,,
"San Lorenzo, Paraguay","san lorenzo, paraguay","san lorenzo, paraguay",text_location,1,,
,,,unknown,0,,
"Charlotte, NC","charlotte, nc","charlotte, nc",text_location,1,,
,,,unknown,0,,
"Alhambra, CA","alhambra, ca","alhambra, ca",text_location,1,,
,,,unknown,0,,
New York,new york,new york,text_location,1,,
,,,unknown,0,,
"Maple Valley, WA, USA","maple valley, wa, usa","maple valley, wa, usa",text_location,1,,
,,,unknown,0,,
"ÜT: 51.543652,-0.175186","üt: 51.543652,-0.175186","51.543652,-0.175186",coordinates,1,51.543652,-0.175186
